PurchaseOrderItemID,PurchaseOrderID,PurchaseOrderNumber,ProductID,ProductName,ProductCategory,QuantityOrdered,QuantityReceived,UnitCost,LineTotal,Status,ExpectedDate,ReceivedDate,Notes,CreatedBy,CreatedDate
86,30,PO-2026-0030,2121,Bamboo Cutting Board Set,Kitchen,3,2.0,37.42,112.26,Backordered,2026-04-11,2026-04-11,Supplier SKU: WOR-2121,system,2026-03-16
87,30,PO-2026-0030,1562,PowerBurner Camping Stove,Camping,37,37.0,136.07,5034.59,Received,2026-04-11,2026-04-11,Supplier SKU: WOR-1562,system,2026-03-16
88,30,PO-2026-0030,1563,CompactCook Camping Stove,Camping,1,1.0,63.24,63.24,Received,2026-04-11,2026-04-11,Supplier SKU: WOR-1563,system,2026-03-16
89,30,PO-2026-0030,1571,CozyNights Sleeping Bag,Camping,77,77.0,126.79,9762.83,Received,2026-04-11,2026-04-11,Supplier SKU: WOR-1571,system,2026-03-16
90,30,PO-2026-0030,3104,Ski Tuning Bench - Portable,Ski,30,30.0,152.16,4564.8,Received,2026-04-11,2026-04-11,Supplier SKU: WOR-3104,system,2026-03-16
91,31,PO-2026-0031,2101,Measuring Cup Set,Kitchen,155,155.0,13.62,2111.1,Received,2026-03-31,2026-04-06,Supplier SKU: PRO-2101,system,2026-03-18
92,31,PO-2026-0031,2121,Bamboo Cutting Board Set,Kitchen,112,112.0,31.18,3492.16,Received,2026-03-31,2026-04-06,Supplier SKU: PRO-2121,system,2026-03-18
93,32,PO-2026-0032,2091,Spatula,Kitchen,49,49.0,8.02,392.98,Received,2026-03-17,2026-03-19,Supplier SKU: PRO-2091,system,2026-03-06
94,32,PO-2026-0032,2071,Baking Pan,Kitchen,123,123.0,23.09,2840.07,Received,2026-03-17,2026-03-19,Supplier SKU: PRO-2071,system,2026-03-06
95,32,PO-2026-0032,2101,Measuring Cup Set,Kitchen,147,147.0,13.62,2002.14,Received,2026-03-17,2026-03-19,Supplier SKU: PRO-2101,system,2026-03-06
96,33,PO-2026-0033,3062,Anti-Fog Ski Goggles,Ski,1,1.0,86.65,86.65,Received,2026-03-16,2026-03-17,Supplier SKU: FAB-3062,system,2026-03-02
97,33,PO-2026-0033,3021,Nordic Classic XC Skis - 185cm,Ski,151,151.0,263.35,39765.85,Received,2026-03-16,2026-03-17,Supplier SKU: FAB-3021,system,2026-03-02
98,33,PO-2026-0033,3081,All-Temp Ski Wax Kit,Ski,3,3.0,65.83,197.49,Received,2026-03-16,2026-03-17,Supplier SKU: FAB-3081,system,2026-03-02
99,34,PO-2026-0034,1532,TrailBlaze Hiking Pants,Camping,4,4.0,64.18,256.72,Received,2026-03-23,2026-03-26,Supplier SKU: CON-1532,system,2026-03-14
100,34,PO-2026-0034,1522,SummitClimber Backpack,Camping,2,2.0,161.55,323.1,Received,2026-03-23,2026-03-26,Supplier SKU: CON-1522,system,2026-03-14
101,34,PO-2026-0034,1561,EcoFire Camping Stove,Camping,10,10.0,79.9,799.0,Received,2026-03-23,2026-03-26,Supplier SKU: CON-1561,system,2026-03-14
102,34,PO-2026-0034,1523,TrailLite Daypack,Camping,46,46.0,52.89,2432.94,Received,2026-03-23,2026-03-26,Supplier SKU: CON-1523,system,2026-03-14
103,35,PO-2026-0035,1511,Alpine Explorer Tent,Camping,45,45.0,319.45,14375.25,Received,2026-03-11,2026-03-11,Supplier SKU: CON-1511,system,2026-02-26
104,35,PO-2026-0035,1521,Adventurer Pro Backpack,Camping,3,3.0,114.97,344.91,Received,2026-03-11,2026-03-11,Supplier SKU: CON-1521,system,2026-02-26
105,36,PO-2026-0036,3104,Ski Tuning Bench - Portable,Ski,43,43.0,152.16,6542.88,Received,2026-04-15,2026-04-18,Supplier SKU: WOR-3104,system,2026-03-23
106,36,PO-2026-0036,1571,CozyNights Sleeping Bag,Camping,58,58.0,126.79,7353.82,Received,2026-04-15,2026-04-18,Supplier SKU: WOR-1571,system,2026-03-23
107,36,PO-2026-0036,2121,Bamboo Cutting Board Set,Kitchen,5,5.0,37.42,187.1,Received,2026-04-15,2026-04-18,Supplier SKU: WOR-2121,system,2026-03-23
108,37,PO-2026-0037,1521,Adventurer Pro Backpack,Camping,1,1.0,114.97,114.97,Received,2026-04-19,2026-04-28,Supplier SKU: CON-1521,system,2026-04-04
109,37,PO-2026-0037,1511,Alpine Explorer Tent,Camping,26,26.0,319.45,8305.7,Received,2026-04-19,2026-04-28,Supplier SKU: CON-1511,system,2026-04-04
110,37,PO-2026-0037,1532,TrailBlaze Hiking Pants,Camping,3,3.0,64.18,192.54,Received,2026-04-19,2026-04-28,Supplier SKU: CON-1532,system,2026-04-04
111,37,PO-2026-0037,1541,TrekReady Hiking Boots,Camping,88,88.0,108.03,9506.64,Received,2026-04-19,2026-04-28,Supplier SKU: CON-1541,system,2026-04-04
112,38,PO-2026-0038,3062,Anti-Fog Ski Goggles,Ski,66,,103.64,6840.24,Pending,2026-05-06,,Supplier SKU: ALP-3062,system,2026-04-19
113,39,PO-2026-0039,1532,TrailBlaze Hiking Pants,Camping,2,1.0,64.18,128.36,Backordered,2026-04-23,2026-04-26,Supplier SKU: CON-1532,system,2026-04-11
114,39,PO-2026-0039,1512,SkyView 2-Person Tent,Camping,36,35.0,216.49,7793.64,Backordered,2026-04-23,2026-04-26,Supplier SKU: CON-1512,system,2026-04-11
115,40,PO-2026-0040,1551,BaseCamp Folding Table,Camping,105,105.0,71.85,7544.25,Received,2026-02-26,2026-02-28,Supplier SKU: CON-1551,system,2026-02-16
116,40,PO-2026-0040,1563,CompactCook Camping Stove,Camping,4,4.0,63.62,254.48,Received,2026-02-26,2026-02-28,Supplier SKU: CON-1563,system,2026-02-16
117,41,PO-2026-0041,3021,Nordic Classic XC Skis - 185cm,Ski,199,199.0,263.35,52406.65,Received,2026-03-31,2026-04-02,Supplier SKU: FAB-3021,system,2026-03-15
118,41,PO-2026-0041,3062,Anti-Fog Ski Goggles,Ski,2,2.0,86.65,173.3,Received,2026-03-31,2026-04-02,Supplier SKU: FAB-3062,system,2026-03-15
119,41,PO-2026-0041,3081,All-Temp Ski Wax Kit,Ski,1,1.0,65.83,65.83,Received,2026-03-31,2026-04-02,Supplier SKU: FAB-3081,system,2026-03-15
120,42,PO-2026-0042,3051,Insulated Ski Jacket - Men's,Ski,110,108.0,205.78,22635.8,Backordered,2026-04-18,2026-04-18,Supplier SKU: ALP-3051,system,2026-04-04
121,42,PO-2026-0042,3012,Mountain Master All-Terrain Skis - 165cm,Ski,39,39.0,585.91,22850.49,Received,2026-04-18,2026-04-18,Supplier SKU: ALP-3012,system,2026-04-04
122,42,PO-2026-0042,3081,All-Temp Ski Wax Kit,Ski,55,41.0,59.28,3260.4,Backordered,2026-04-18,2026-04-18,Supplier SKU: ALP-3081,system,2026-04-04
123,42,PO-2026-0042,3011,Alpine Pro Racing Skis - 170cm,Ski,247,247.0,972.91,240308.77,Received,2026-04-18,2026-04-18,Supplier SKU: ALP-3011,system,2026-04-04
124,42,PO-2026-0042,3032,Comfort Fit Recreational Boots,Ski,103,94.0,309.3,31857.9,Backordered,2026-04-18,2026-04-18,Supplier SKU: ALP-3032,system,2026-04-04
125,43,PO-2026-0043,3081,All-Temp Ski Wax Kit,Ski,4,4.0,65.83,263.32,Received,2026-04-24,2026-04-25,Supplier SKU: FAB-3081,system,2026-04-10
126,43,PO-2026-0043,3021,Nordic Classic XC Skis - 185cm,Ski,148,148.0,263.35,38975.8,Received,2026-04-24,2026-04-25,Supplier SKU: FAB-3021,system,2026-04-10
127,43,PO-2026-0043,3062,Anti-Fog Ski Goggles,Ski,3,3.0,86.65,259.95,Received,2026-04-24,2026-04-25,Supplier SKU: FAB-3062,system,2026-04-10
128,44,PO-2026-0044,3081,All-Temp Ski Wax Kit,Ski,2,2.0,65.83,131.66,Received,2026-04-22,2026-04-24,Supplier SKU: FAB-3081,system,2026-04-03
129,44,PO-2026-0044,3062,Anti-Fog Ski Goggles,Ski,1,1.0,86.65,86.65,Received,2026-04-22,2026-04-24,Supplier SKU: FAB-3062,system,2026-04-03
130,44,PO-2026-0044,3021,Nordic Classic XC Skis - 185cm,Ski,126,126.0,263.35,33182.1,Received,2026-04-22,2026-04-24,Supplier SKU: FAB-3021,system,2026-04-03
131,45,PO-2026-0045,1533,RainGuard Hiking Jacket,Camping,240,240.0,135.73,32575.2,Received,2026-03-13,2026-03-13,Supplier SKU: CON-1533,system,2026-03-04
132,45,PO-2026-0045,1563,CompactCook Camping Stove,Camping,4,4.0,63.62,254.48,Received,2026-03-13,2026-03-13,Supplier SKU: CON-1563,system,2026-03-04
133,46,PO-2026-0046,1571,CozyNights Sleeping Bag,Camping,3,3.0,122.76,368.28,Received,2026-04-16,2026-04-16,Supplier SKU: CON-1571,system,2026-04-07
134,46,PO-2026-0046,1561,EcoFire Camping Stove,Camping,16,16.0,79.9,1278.4,Received,2026-04-16,2026-04-16,Supplier SKU: CON-1561,system,2026-04-07
135,46,PO-2026-0046,1551,BaseCamp Folding Table,Camping,87,87.0,71.85,6250.95,Received,2026-04-16,2026-04-16,Supplier SKU: CON-1551,system,2026-04-07
136,46,PO-2026-0046,1523,TrailLite Daypack,Camping,43,43.0,52.89,2274.27,Received,2026-04-16,2026-04-16,Supplier SKU: CON-1523,system,2026-04-07
137,47,PO-2026-0047,2061,Mixing Bowl,Kitchen,18,,29.75,535.5,Shipped,2026-02-25,,Supplier SKU: PRO-2061,system,2026-02-13
138,47,PO-2026-0047,2111,High-Speed Blender,Kitchen,149,,143.0,21307.0,Shipped,2026-02-25,,Supplier SKU: PRO-2111,system,2026-02-13
139,48,PO-2026-0048,2012,Espresso Machine,Kitchen,16,13.0,285.82,4573.12,Backordered,2026-04-25,2026-04-25,Supplier SKU: PRO-2012,system,2026-04-13
140,48,PO-2026-0048,2081,Food Storage Set,Kitchen,3,2.0,24.64,73.92,Backordered,2026-04-25,2026-04-25,Supplier SKU: PRO-2081,system,2026-04-13
141,48,PO-2026-0048,2021,Chef Knife,Kitchen,49,49.0,64.53,3161.97,Received,2026-04-25,2026-04-25,Supplier SKU: PRO-2021,system,2026-04-13
142,49,PO-2026-0049,1522,SummitClimber Backpack,Camping,2,2.0,161.55,323.1,Received,2026-02-19,2026-02-22,Supplier SKU: CON-1522,system,2026-02-10
143,49,PO-2026-0049,1523,TrailLite Daypack,Camping,28,28.0,52.89,1480.92,Received,2026-02-19,2026-02-22,Supplier SKU: CON-1523,system,2026-02-10
144,49,PO-2026-0049,1511,Alpine Explorer Tent,Camping,107,107.0,319.45,34181.15,Received,2026-02-19,2026-02-22,Supplier SKU: CON-1511,system,2026-02-10
145,49,PO-2026-0049,1572,MountainDream Sleeping Bag,Camping,126,126.0,223.02,28100.52,Received,2026-02-19,2026-02-22,Supplier SKU: CON-1572,system,2026-02-10
146,49,PO-2026-0049,1533,RainGuard Hiking Jacket,Camping,66,66.0,135.73,8958.18,Received,2026-02-19,2026-02-22,Supplier SKU: CON-1533,system,2026-02-10
147,50,PO-2026-0050,1551,BaseCamp Folding Table,Camping,85,85.0,71.85,6107.25,Received,2026-04-04,2026-04-06,Supplier SKU: CON-1551,system,2026-03-20
148,50,PO-2026-0050,1512,SkyView 2-Person Tent,Camping,15,15.0,216.49,3247.35,Received,2026-04-04,2026-04-06,Supplier SKU: CON-1512,system,2026-03-20
149,50,PO-2026-0050,1542,TrailWalker Hiking Shoes,Camping,11,9.0,98.4,1082.4,Backordered,2026-04-04,2026-04-06,Supplier SKU: CON-1542,system,2026-03-20
150,51,PO-2026-0051,3021,Nordic Classic XC Skis - 185cm,Ski,88,88.0,263.35,23174.8,Received,2026-04-16,2026-04-16,Supplier SKU: FAB-3021,system,2026-04-04
151,51,PO-2026-0051,3081,All-Temp Ski Wax Kit,Ski,4,4.0,65.83,263.32,Received,2026-04-16,2026-04-16,Supplier SKU: FAB-3081,system,2026-04-04
152,51,PO-2026-0051,3062,Anti-Fog Ski Goggles,Ski,4,4.0,86.65,346.6,Received,2026-04-16,2026-04-16,Supplier SKU: FAB-3062,system,2026-04-04
153,52,PO-2026-0052,3071,Ski Boot Bag - Premium,Ski,143,,42.02,6008.86,Pending,2026-05-05,,Supplier SKU: ALP-3071,system,2026-04-18
154,52,PO-2026-0052,3091,Freestyle Snowboard - 155cm,Ski,2,,424.1,848.2,Pending,2026-05-05,,Supplier SKU: ALP-3091,system,2026-04-18
155,52,PO-2026-0052,3041,Carbon Fiber Racing Poles - 120cm,Ski,1,,130.35,130.35,Pending,2026-05-05,,Supplier SKU: ALP-3041,system,2026-04-18
