ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
3051,Insulated Ski Jacket - Men's,Premium insulated men's ski jacket with weather protection and thermal regulation for all-day comfort,Contoso Ski Sportswear,APP-JAC-3051,Navy,Model-2024-Insulated,305,Ski Apparel,299.99,185.25,1.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3052,Thermal Base Layer Set - Women's,Women's thermal base layer system with moisture-wicking technology and temperature regulation,Contoso Ski Sportswear,APP-BASE-3052,Black,Model-2024-Thermal,305,Ski Apparel,149.99,85.75,0.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3053,Waterproof Ski Pants,High-performance waterproof ski pants with breathable membrane and articulated design,Contoso Ski Sportswear,APP-PANT-3053,Charcoal,Model-2024-Waterproof,305,Ski Apparel,249.99,135.50,0.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3061,Professional Ski Helmet,Professional-grade ski helmet with advanced safety features and ventilation system,Contoso Ski Sportswear,SAFE-HEL-3061,White,Model-2024-Pro,306,Safety Equipment,199.99,125.00,0.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3062,Anti-Fog Ski Goggles,Anti-fog ski goggles with UV protection and wide field of vision for optimal visibility,Contoso Ski Sportswear,SAFE-GOG-3062,Black,Model-2024-AntiFog,306,Safety Equipment,129.99,75.25,0.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3071,Ski Boot Bag - Premium,Premium ski boot bag with ventilation system and durable construction for equipment transport,Contoso Ski Sportswear,ACC-BAG-3071,Black,Model-2024-Premium,307,Ski Accessories,59.99,35.50,0.4,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3072,Hand Warmers - 10 Pack,Disposable hand warmers providing up to 8 hours of warmth for cold weather activities,Contoso Ski Sportswear,ACC-WARM-3072,White,Model-2024-10Pack,307,Ski Accessories,14.99,8.75,0.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3081,All-Temp Ski Wax Kit,Complete ski wax kit with all-temperature formulations and application tools for optimal performance,Contoso Ski Sportswear,MAINT-WAX-3081,Multi,Model-2024-AllTemp,308,Ski Maintenance,79.99,45.25,0.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3082,Edge Tuning Tool Set,Professional edge tuning tool set with files and guides for maintaining sharp ski edges,Contoso Ski Sportswear,MAINT-EDGE-3082,Silver,Model-2024-ProTune,308,Ski Maintenance,119.99,65.75,0.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3091,Freestyle Snowboard - 155cm,Freestyle snowboard designed for park and pipe riding with twin tip shape and medium flex,Contoso Ski Sportswear,SNOW-FREE-3091,Blue,Model-2024-Freestyle,309,Snowboards & Equipment,649.99,425.50,2.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3092,All-Mountain Snowboard - 158cm,All-mountain snowboard with directional shape perfect for groomed runs and powder conditions,Contoso Ski Sportswear,SNOW-ALL-3092,Black,Model-2024-AllMtn,309,Snowboards & Equipment,799.99,525.75,3.0,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3101,Winter Boots - Insulated,Insulated winter boots with thermal lining and grip sole for cold weather activities,Contoso Ski Sportswear,FOOT-WIN-3101,Brown,Model-2024-Insulated,310,Winter Footwear,159.99,95.25,1.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3102,Winter Hiking Boots - Waterproof,Waterproof winter hiking boots with insulation and aggressive tread for outdoor adventures,Contoso Ski Sportswear,FOOT-HIK-3102,Black,Model-2024-Waterproof,310,Winter Footwear,249.99,145.50,1.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3103,Snowboard Bindings - Pro,High-performance snowboard bindings with responsive flex and tool-free adjustability,Contoso Ski Sportswear,BIND-PRO-3103,Black,Model-2024-ProBind,309,Snowboards & Equipment,299.99,195.75,1.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3104,Ski Tuning Bench - Portable,Portable ski tuning bench with edge guide and wax scraper for field maintenance,Contoso Ski Sportswear,MAINT-BENCH-3104,Gray,Model-2024-Portable,308,Ski Maintenance,189.99,125.25,3.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
