TransactionID,ProductID,ProductName,ProductCategory,WarehouseLocation,TransactionType,TransactionDate,Quantity,UnitCost,TotalValue,ReferenceNumber,ReasonCode,StockBefore,StockAfter,ProcessedBy,Notes,CreatedBy,CreatedDate
11,1552,TrekMaster Camping Chair,Camping,Main,Adjustment,2026-04-17,-10,57.02,-570.2,ADJ-11,Physical Count,70,60,warehouse2,Transaction processed for Main location,system,2026-04-17
12,1533,RainGuard Hiking Jacket,Camping,Main,Sale,2025-10-14,-28,135.73,-3800.44,SO-93776,Customer Sale,94,66,system,Transaction processed for Main location,system,2025-10-14
13,1532,TrailBlaze Hiking Pants,Camping,Main,Transfer,2026-03-12,-43,64.18,-2759.74,TRF-7115,Warehouse Transfer,60,17,warehouse1,Transaction processed for Main location,system,2026-03-12
14,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2025-12-08,-45,479.9,-21595.5,SO-54769,Customer Sale,86,41,warehouse2,Transaction processed for Backup location,system,2025-12-08
15,1533,RainGuard Hiking Jacket,Camping,Main,Damage,2025-08-15,-4,135.73,-542.92,DMG-15,Shipping Damage,113,109,warehouse1,Transaction processed for Main location,system,2025-08-15
16,3051,Insulated Ski Jacket - Men's,Ski,Main,Receipt,2025-11-02,15,211.11,3166.69,PO-9621,Purchase Order Receipt,97,112,system,Transaction processed for Main location,system,2025-11-02
17,3072,Hand Warmers - 10 Pack,Ski,Backup,Adjustment,2026-02-17,-13,11.62,-151.06,ADJ-17,System Correction,298,285,warehouse1,Transaction processed for Backup location,system,2026-02-17
18,1512,SkyView 2-Person Tent,Camping,Backup,Receipt,2026-04-18,21,207.99,4367.73,PO-9202,Purchase Order Receipt,68,89,warehouse1,Transaction processed for Backup location,system,2026-04-18
19,2012,Espresso Machine,Kitchen,Main,Receipt,2026-02-04,77,292.68,22536.33,PO-6031,Purchase Order Receipt,38,115,warehouse2,Transaction processed for Main location,system,2026-02-04
20,2012,Espresso Machine,Kitchen,Main,Damage,2026-04-04,-3,285.82,-857.46,DMG-20,Shipping Damage,0,-3,system,Transaction processed for Main location,system,2026-04-04
21,1542,TrailWalker Hiking Shoes,Camping,Main,Receipt,2025-07-17,128,102.65,13139.82,PO-3500,Purchase Order Receipt,103,231,warehouse2,Transaction processed for Main location,system,2025-07-17
22,1522,SummitClimber Backpack,Camping,Backup,Sale,2025-07-11,-28,161.55,-4523.4,SO-76732,Customer Sale,130,102,warehouse2,Transaction processed for Backup location,system,2025-07-11
23,3052,Thermal Base Layer Set - Women's,Ski,Backup,Adjustment,2026-02-02,-8,105.09,-840.72,ADJ-23,System Correction,72,64,warehouse2,Transaction processed for Backup location,system,2026-02-02
24,1571,CozyNights Sleeping Bag,Camping,Backup,Sale,2025-09-23,-39,124.78,-4866.42,SO-38704,Customer Sale,106,67,warehouse1,Transaction processed for Backup location,system,2025-09-23
25,1553,Adventure Dining Table,Camping,Backup,Damage,2025-09-07,-3,110.31,-330.93,DMG-25,Warehouse Damage,122,119,warehouse2,Transaction processed for Backup location,system,2025-09-07
26,1552,TrekMaster Camping Chair,Camping,Main,Receipt,2025-11-03,168,58.72,9864.77,PO-4590,Purchase Order Receipt,176,344,system,Transaction processed for Main location,system,2025-11-03
27,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2025-08-08,-10,479.9,-4799.0,SO-62192,Customer Sale,78,68,warehouse1,Transaction processed for Backup location,system,2025-08-08
28,1553,Adventure Dining Table,Camping,Backup,Damage,2025-09-11,-9,110.31,-992.79,DMG-28,Warehouse Damage,192,183,warehouse2,Transaction processed for Backup location,system,2025-09-11
29,1523,TrailLite Daypack,Camping,Main,Sale,2026-04-07,-18,52.89,-952.02,SO-66538,Customer Sale,115,97,warehouse2,Transaction processed for Main location,system,2026-04-07
30,1552,TrekMaster Camping Chair,Camping,Main,Sale,2025-07-19,-44,57.02,-2508.88,SO-52183,Customer Sale,77,33,warehouse2,Transaction processed for Main location,system,2025-07-19
31,3033,Women's Performance Ski Boots,Ski,Main,Receipt,2025-09-13,23,387.85,8920.52,PO-9302,Purchase Order Receipt,128,151,warehouse2,Transaction processed for Main location,system,2025-09-13
32,1571,CozyNights Sleeping Bag,Camping,Backup,Receipt,2025-10-11,144,121.01,17425.04,PO-8492,Purchase Order Receipt,79,223,system,Transaction processed for Backup location,system,2025-10-11
33,3033,Women's Performance Ski Boots,Ski,Backup,Adjustment,2026-02-26,-20,376.2,-7524.0,ADJ-33,System Correction,97,77,system,Transaction processed for Backup location,system,2026-02-26
34,1521,Adventurer Pro Backpack,Camping,Backup,Receipt,2025-07-27,10,115.67,1156.66,PO-9738,Purchase Order Receipt,174,184,system,Transaction processed for Backup location,system,2025-07-27
35,3072,Hand Warmers - 10 Pack,Ski,Backup,Receipt,2025-09-20,131,11.15,1460.49,PO-4869,Purchase Order Receipt,235,366,system,Transaction processed for Backup location,system,2025-09-20
36,3072,Hand Warmers - 10 Pack,Ski,Backup,Sale,2026-02-17,-40,11.62,-464.8,SO-69161,Customer Sale,276,236,system,Transaction processed for Backup location,system,2026-02-17
37,3022,Backcountry Explorer XC Skis - 190cm,Ski,Main,Return,2026-04-13,4,276.48,1105.92,RET-23688,Customer Return,265,269,warehouse1,Transaction processed for Main location,system,2026-04-13
38,1512,SkyView 2-Person Tent,Camping,Backup,Receipt,2026-03-25,160,214.31,34290.14,PO-1070,Purchase Order Receipt,60,220,system,Transaction processed for Backup location,system,2026-03-25
39,2022,Fork Set,Kitchen,Main,Damage,2026-04-09,-3,32.35,-97.05,DMG-39,Shipping Damage,22,19,system,Transaction processed for Main location,system,2026-04-09
40,2071,Baking Pan,Kitchen,Backup,Receipt,2026-02-23,94,21.94,2062.66,PO-1013,Purchase Order Receipt,206,300,system,Transaction processed for Backup location,system,2026-02-23
41,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2026-01-24,-27,479.9,-12957.3,SO-51103,Customer Sale,32,5,system,Transaction processed for Backup location,system,2026-01-24
42,1543,TrekStar Hiking Sandals,Camping,Regional,Return,2025-12-23,2,49.66,99.31,RET-31632,Customer Return,55,57,warehouse2,Transaction processed for Regional location,system,2025-12-23
43,1522,SummitClimber Backpack,Camping,Backup,Sale,2025-11-04,-43,161.55,-6946.65,SO-24040,Customer Sale,93,50,system,Transaction processed for Backup location,system,2025-11-04
44,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Sale,2025-10-11,-15,585.91,-8788.65,SO-23016,Customer Sale,5,-10,system,Transaction processed for Backup location,system,2025-10-11
45,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2025-10-16,161,83.87,13502.34,PO-2310,Purchase Order Receipt,53,214,warehouse2,Transaction processed for Main location,system,2025-10-16
46,3033,Women's Performance Ski Boots,Ski,Backup,Sale,2025-08-10,-50,376.2,-18810.0,SO-81369,Customer Sale,38,-12,warehouse2,Transaction processed for Backup location,system,2025-08-10
47,3091,Freestyle Snowboard - 155cm,Ski,Regional,Sale,2026-04-25,-16,436.65,-6986.4,SO-41894,Customer Sale,186,170,warehouse2,Transaction processed for Regional location,system,2026-04-25
48,3104,Ski Tuning Bench - Portable,Ski,Main,Receipt,2026-03-11,141,145.4,20501.25,PO-6504,Purchase Order Receipt,44,185,warehouse2,Transaction processed for Main location,system,2026-03-11
49,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Sale,2026-01-18,-43,248.57,-10688.51,SO-21832,Customer Sale,90,47,system,Transaction processed for Backup location,system,2026-01-18
50,1552,TrekMaster Camping Chair,Camping,Main,Sale,2025-08-04,-28,57.02,-1596.56,SO-35770,Customer Sale,8,-20,warehouse2,Transaction processed for Main location,system,2025-08-04
51,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2026-04-30,-25,479.9,-11997.5,SO-27434,Customer Sale,134,109,system,Transaction processed for Backup location,system,2026-04-30
52,1563,CompactCook Camping Stove,Camping,Main,Sale,2025-08-19,-13,63.43,-824.59,SO-40696,Customer Sale,127,114,system,Transaction processed for Main location,system,2025-08-19
53,1541,TrekReady Hiking Boots,Camping,Backup,Adjustment,2025-10-03,-10,108.03,-1080.3,ADJ-53,System Correction,58,48,system,Transaction processed for Backup location,system,2025-10-03
54,2011,Coffee Maker,Kitchen,Main,Sale,2025-08-15,-14,128.11,-1793.54,SO-30685,Customer Sale,71,57,system,Transaction processed for Main location,system,2025-08-15
55,1553,Adventure Dining Table,Camping,Backup,Receipt,2026-01-17,134,111.65,14960.53,PO-8995,Purchase Order Receipt,206,340,warehouse2,Transaction processed for Backup location,system,2026-01-17
56,2091,Spatula,Kitchen,Main,Sale,2025-08-25,-3,8.02,-24.06,SO-93777,Customer Sale,123,120,system,Transaction processed for Main location,system,2025-08-25
57,1523,TrailLite Daypack,Camping,Main,Sale,2026-02-12,-43,52.89,-2274.27,SO-65636,Customer Sale,146,103,warehouse1,Transaction processed for Main location,system,2026-02-12
58,1571,CozyNights Sleeping Bag,Camping,Backup,Sale,2025-08-17,-3,124.78,-374.34,SO-91978,Customer Sale,139,136,system,Transaction processed for Backup location,system,2025-08-17
59,1522,SummitClimber Backpack,Camping,Backup,Sale,2025-11-20,-32,161.55,-5169.6,SO-66179,Customer Sale,115,83,warehouse2,Transaction processed for Backup location,system,2025-11-20
60,1523,TrailLite Daypack,Camping,Backup,Sale,2025-10-28,-46,52.89,-2432.94,SO-79566,Customer Sale,107,61,system,Transaction processed for Backup location,system,2025-10-28
61,3082,Edge Tuning Tool Set,Ski,Main,Sale,2025-07-27,-43,85.34,-3669.62,SO-35307,Customer Sale,18,-25,warehouse2,Transaction processed for Main location,system,2025-07-27
62,1522,SummitClimber Backpack,Camping,Backup,Sale,2025-10-29,-50,161.55,-8077.5,SO-87088,Customer Sale,101,51,warehouse1,Transaction processed for Backup location,system,2025-10-29
63,1571,CozyNights Sleeping Bag,Camping,Backup,Receipt,2025-11-21,53,123.39,6539.6,PO-4931,Purchase Order Receipt,58,111,warehouse2,Transaction processed for Backup location,system,2025-11-21
64,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Receipt,2026-02-24,55,242.16,13318.66,PO-6694,Purchase Order Receipt,102,157,warehouse1,Transaction processed for Backup location,system,2026-02-24
65,1532,TrailBlaze Hiking Pants,Camping,Main,Return,2025-11-02,5,51.34,256.72,RET-97196,Customer Return,23,28,system,Transaction processed for Main location,system,2025-11-02
66,1523,TrailLite Daypack,Camping,Main,Adjustment,2025-08-25,-12,52.89,-634.68,ADJ-66,System Correction,135,123,warehouse1,Transaction processed for Main location,system,2025-08-25
67,1562,PowerBurner Camping Stove,Camping,Main,Sale,2025-08-15,-21,135.55,-2846.55,SO-97598,Customer Sale,9,-12,system,Transaction processed for Main location,system,2025-08-15
68,2091,Spatula,Kitchen,Main,Sale,2025-08-11,-42,8.02,-336.84,SO-56180,Customer Sale,118,76,system,Transaction processed for Main location,system,2025-08-11
69,3022,Backcountry Explorer XC Skis - 190cm,Ski,Backup,Sale,2026-02-08,-49,345.6,-16934.4,SO-80002,Customer Sale,42,-7,warehouse1,Transaction processed for Backup location,system,2026-02-08
70,3092,All-Mountain Snowboard - 158cm,Ski,Main,Receipt,2025-09-26,175,499.78,87461.48,PO-4900,Purchase Order Receipt,193,368,warehouse2,Transaction processed for Main location,system,2025-09-26
71,2091,Spatula,Kitchen,Main,Transfer,2025-08-31,-15,8.02,-120.3,TRF-8038,Warehouse Transfer,113,98,warehouse1,Transaction processed for Main location,system,2025-08-31
72,2091,Spatula,Kitchen,Main,Adjustment,2026-04-20,-12,8.02,-96.24,ADJ-72,Cycle Count,91,79,system,Transaction processed for Main location,system,2026-04-20
73,1523,TrailLite Daypack,Camping,Main,Receipt,2025-12-24,154,54.38,8374.3,PO-2809,Purchase Order Receipt,127,281,system,Transaction processed for Main location,system,2025-12-24
74,3031,Pro Flex Racing Ski Boots,Ski,Backup,Receipt,2026-02-03,41,456.02,18696.87,PO-5048,Purchase Order Receipt,136,177,system,Transaction processed for Backup location,system,2026-02-03
75,1571,CozyNights Sleeping Bag,Camping,Backup,Sale,2026-01-03,-1,124.78,-124.78,SO-96722,Customer Sale,119,118,warehouse1,Transaction processed for Backup location,system,2026-01-03
76,2022,Fork Set,Kitchen,Main,Transfer,2026-01-16,-15,32.35,-485.25,TRF-5659,Warehouse Transfer,104,89,system,Transaction processed for Main location,system,2026-01-16
77,3033,Women's Performance Ski Boots,Ski,Backup,Transfer,2025-09-09,-18,376.2,-6771.6,TRF-3363,Warehouse Transfer,86,68,system,Transaction processed for Backup location,system,2025-09-09
78,2121,Bamboo Cutting Board Set,Kitchen,Backup,Sale,2026-04-02,-19,34.3,-651.7,SO-41897,Customer Sale,211,192,warehouse1,Transaction processed for Backup location,system,2026-04-02
79,2061,Mixing Bowl,Kitchen,Main,Sale,2025-11-02,-23,29.75,-684.25,SO-59685,Customer Sale,89,66,warehouse2,Transaction processed for Main location,system,2025-11-02
80,1563,CompactCook Camping Stove,Camping,Main,Sale,2025-11-21,-30,63.43,-1902.9,SO-46588,Customer Sale,120,90,warehouse1,Transaction processed for Main location,system,2025-11-21
81,2101,Measuring Cup Set,Kitchen,Main,Sale,2026-04-14,-30,13.62,-408.6,SO-18974,Customer Sale,56,26,warehouse1,Transaction processed for Main location,system,2026-04-14
82,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2026-01-17,-45,498.01,-22410.45,SO-98140,Customer Sale,83,38,warehouse2,Transaction processed for Main location,system,2026-01-17
83,3013,Beginner's Choice Alpine Skis - 160cm,Ski,Backup,Receipt,2025-07-19,179,320.92,57445.15,PO-6185,Purchase Order Receipt,57,236,warehouse2,Transaction processed for Backup location,system,2025-07-19
84,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2026-04-11,-15,479.9,-7198.5,SO-68178,Customer Sale,78,63,warehouse1,Transaction processed for Backup location,system,2026-04-11
85,1571,CozyNights Sleeping Bag,Camping,Backup,Damage,2025-10-22,-6,124.78,-748.68,DMG-85,Quality Issue,129,123,warehouse1,Transaction processed for Backup location,system,2025-10-22
86,1511,Alpine Explorer Tent,Camping,Main,Sale,2026-04-25,-42,319.45,-13416.9,SO-70357,Customer Sale,104,62,warehouse1,Transaction processed for Main location,system,2026-04-25
87,1543,TrekStar Hiking Sandals,Camping,Backup,Receipt,2025-10-20,184,64.47,11861.94,PO-2063,Purchase Order Receipt,56,240,warehouse1,Transaction processed for Backup location,system,2025-10-20
88,3061,Professional Ski Helmet,Ski,Main,Sale,2026-04-12,-46,121.49,-5588.54,SO-44622,Customer Sale,32,-14,system,Transaction processed for Main location,system,2026-04-12
89,3031,Pro Flex Racing Ski Boots,Ski,Backup,Return,2026-04-10,1,383.92,383.92,RET-59042,Customer Return,65,66,warehouse1,Transaction processed for Backup location,system,2026-04-10
90,2111,High-Speed Blender,Kitchen,Backup,Sale,2026-03-19,-12,153.9,-1846.8,SO-13687,Customer Sale,21,9,warehouse2,Transaction processed for Backup location,system,2026-03-19
91,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Backup,Adjustment,2025-09-17,-1,585.91,-585.91,ADJ-91,Physical Count,67,66,system,Transaction processed for Backup location,system,2025-09-17
92,2012,Espresso Machine,Kitchen,Main,Sale,2025-08-11,-48,285.82,-13719.36,SO-24754,Customer Sale,86,38,system,Transaction processed for Main location,system,2025-08-11
93,1551,BaseCamp Folding Table,Camping,Regional,Receipt,2026-02-22,173,72.1,12472.78,PO-7181,Purchase Order Receipt,244,417,warehouse2,Transaction processed for Regional location,system,2026-02-22
94,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Adjustment,2025-11-14,-11,1010.23,-11112.53,ADJ-94,System Correction,6,-5,warehouse1,Transaction processed for Main location,system,2025-11-14
95,2031,Coffee Mug,Kitchen,Regional,Sale,2026-01-12,-17,22.75,-386.75,SO-15425,Customer Sale,161,144,system,Transaction processed for Regional location,system,2026-01-12
96,3082,Edge Tuning Tool Set,Ski,Main,Receipt,2026-03-03,36,86.48,3113.2,PO-4880,Purchase Order Receipt,99,135,warehouse2,Transaction processed for Main location,system,2026-03-03
97,3051,Insulated Ski Jacket - Men's,Ski,Main,Adjustment,2025-11-04,2,205.78,411.56,ADJ-97,Physical Count,130,132,warehouse2,Transaction processed for Main location,system,2025-11-04
98,1511,Alpine Explorer Tent,Camping,Main,Receipt,2025-07-08,162,325.26,52692.7,PO-2306,Purchase Order Receipt,59,221,warehouse1,Transaction processed for Main location,system,2025-07-08
99,1512,SkyView 2-Person Tent,Camping,Backup,Sale,2025-10-02,-44,216.49,-9525.56,SO-74085,Customer Sale,14,-30,system,Transaction processed for Backup location,system,2025-10-02
100,1531,Summit Breeze Jacket,Camping,Backup,Receipt,2026-01-20,197,103.92,20471.92,PO-4172,Purchase Order Receipt,122,319,warehouse2,Transaction processed for Backup location,system,2026-01-20
101,1562,PowerBurner Camping Stove,Camping,Main,Receipt,2026-03-12,48,137.67,6608.11,PO-4871,Purchase Order Receipt,143,191,warehouse2,Transaction processed for Main location,system,2026-03-12
102,2071,Baking Pan,Kitchen,Backup,Sale,2026-04-14,-4,23.09,-92.36,SO-45069,Customer Sale,129,125,warehouse2,Transaction processed for Backup location,system,2026-04-14
103,3033,Women's Performance Ski Boots,Ski,Backup,Receipt,2025-11-27,153,363.82,55663.99,PO-6441,Purchase Order Receipt,48,201,warehouse2,Transaction processed for Backup location,system,2025-11-27
104,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2026-01-01,-34,479.9,-16316.6,SO-89879,Customer Sale,70,36,warehouse1,Transaction processed for Backup location,system,2026-01-01
105,1532,TrailBlaze Hiking Pants,Camping,Backup,Transfer,2026-03-29,-32,64.18,-2053.76,TRF-4857,Warehouse Transfer,22,-10,warehouse1,Transaction processed for Backup location,system,2026-03-29
106,3101,Winter Boots - Insulated,Ski,Regional,Transfer,2025-08-01,-39,116.03,-4525.17,TRF-4595,Warehouse Transfer,170,131,system,Transaction processed for Regional location,system,2025-08-01
107,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Damage,2025-10-05,-7,585.91,-4101.37,DMG-107,Shipping Damage,78,71,warehouse1,Transaction processed for Main location,system,2025-10-05
108,3032,Comfort Fit Recreational Boots,Ski,Main,Receipt,2025-10-13,124,300.75,37292.88,PO-8923,Purchase Order Receipt,47,171,warehouse1,Transaction processed for Main location,system,2025-10-13
109,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Receipt,2025-07-17,108,592.56,63996.11,PO-9482,Purchase Order Receipt,63,171,warehouse2,Transaction processed for Main location,system,2025-07-17
110,3103,Snowboard Bindings - Pro,Ski,Main,Sale,2026-01-21,-5,233.22,-1166.1,SO-76042,Customer Sale,13,8,warehouse2,Transaction processed for Main location,system,2026-01-21
111,3051,Insulated Ski Jacket - Men's,Ski,Main,Sale,2025-10-30,-38,205.78,-7819.64,SO-41074,Customer Sale,126,88,warehouse2,Transaction processed for Main location,system,2025-10-30
112,1563,CompactCook Camping Stove,Camping,Main,Sale,2025-09-07,-11,63.43,-697.73,SO-70303,Customer Sale,78,67,warehouse2,Transaction processed for Main location,system,2025-09-07
113,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Receipt,2025-08-14,103,1054.44,108607.76,PO-7086,Purchase Order Receipt,52,155,system,Transaction processed for Main location,system,2025-08-14
114,1542,TrailWalker Hiking Shoes,Camping,Backup,Receipt,2025-09-26,11,97.36,1070.99,PO-3550,Purchase Order Receipt,101,112,system,Transaction processed for Backup location,system,2025-09-26
115,3011,Alpine Pro Racing Skis - 170cm,Ski,Main,Adjustment,2025-08-18,19,1010.23,19194.37,ADJ-115,Physical Count,144,163,warehouse2,Transaction processed for Main location,system,2025-08-18
116,2021,Chef Knife,Kitchen,Main,Receipt,2026-02-22,56,65.35,3659.57,PO-5580,Purchase Order Receipt,69,125,warehouse1,Transaction processed for Main location,system,2026-02-22
117,1541,TrekReady Hiking Boots,Camping,Backup,Sale,2026-01-31,-12,108.03,-1296.36,SO-60437,Customer Sale,69,57,system,Transaction processed for Backup location,system,2026-01-31
118,3104,Ski Tuning Bench - Portable,Ski,Main,Sale,2026-04-17,-42,138.95,-5835.9,SO-79839,Customer Sale,69,27,warehouse1,Transaction processed for Main location,system,2026-04-17
119,1533,RainGuard Hiking Jacket,Camping,Main,Sale,2025-12-17,-21,135.73,-2850.33,SO-49001,Customer Sale,65,44,warehouse2,Transaction processed for Main location,system,2025-12-17
120,3051,Insulated Ski Jacket - Men's,Ski,Main,Sale,2025-12-20,-21,205.78,-4321.38,SO-76663,Customer Sale,78,57,warehouse2,Transaction processed for Main location,system,2025-12-20
121,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Receipt,2025-09-21,169,602.1,101754.14,PO-1469,Purchase Order Receipt,89,258,system,Transaction processed for Main location,system,2025-09-21
122,1521,Adventurer Pro Backpack,Camping,Backup,Receipt,2025-09-26,75,111.67,8375.23,PO-9399,Purchase Order Receipt,207,282,system,Transaction processed for Backup location,system,2025-09-26
123,2112,4-Slice Toaster,Kitchen,Main,Receipt,2025-08-27,68,65.54,4456.65,PO-2199,Purchase Order Receipt,113,181,system,Transaction processed for Main location,system,2025-08-27
124,3092,All-Mountain Snowboard - 158cm,Ski,Main,Sale,2025-08-22,-20,498.01,-9960.2,SO-93315,Customer Sale,186,166,warehouse1,Transaction processed for Main location,system,2025-08-22
125,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2025-10-01,-38,479.9,-18236.2,SO-50059,Customer Sale,93,55,warehouse1,Transaction processed for Backup location,system,2025-10-01
126,1542,TrailWalker Hiking Shoes,Camping,Main,Adjustment,2025-08-04,12,98.4,1180.8,ADJ-126,Physical Count,98,110,warehouse2,Transaction processed for Main location,system,2025-08-04
127,3101,Winter Boots - Insulated,Ski,Regional,Sale,2025-07-13,-41,116.03,-4757.23,SO-21392,Customer Sale,157,116,system,Transaction processed for Regional location,system,2025-07-13
128,2111,High-Speed Blender,Kitchen,Backup,Transfer,2026-04-02,-25,153.9,-3847.5,TRF-2001,Warehouse Transfer,65,40,system,Transaction processed for Backup location,system,2026-04-02
129,3033,Women's Performance Ski Boots,Ski,Backup,Receipt,2026-02-03,100,393.36,39335.68,PO-7259,Purchase Order Receipt,9,109,system,Transaction processed for Backup location,system,2026-02-03
130,1581,LED Headlamp - Rechargeable,Camping,Main,Receipt,2025-08-07,73,53.5,3905.69,PO-5839,Purchase Order Receipt,169,242,system,Transaction processed for Main location,system,2025-08-07
131,3033,Women's Performance Ski Boots,Ski,Main,Sale,2025-07-31,-45,376.2,-16929.0,SO-32163,Customer Sale,3,-42,system,Transaction processed for Main location,system,2025-07-31
132,1511,Alpine Explorer Tent,Camping,Main,Adjustment,2025-09-09,10,319.45,3194.5,ADJ-132,System Correction,14,24,warehouse1,Transaction processed for Main location,system,2025-09-09
133,3101,Winter Boots - Insulated,Ski,Regional,Return,2026-02-21,3,92.82,278.47,RET-60282,Customer Return,140,143,system,Transaction processed for Regional location,system,2026-02-21
134,1572,MountainDream Sleeping Bag,Camping,Main,Transfer,2025-08-01,-39,223.02,-8697.78,TRF-9126,Warehouse Transfer,88,49,warehouse1,Transaction processed for Main location,system,2025-08-01
135,1541,TrekReady Hiking Boots,Camping,Backup,Transfer,2025-10-09,-33,108.03,-3564.99,TRF-7335,Warehouse Transfer,22,-11,warehouse2,Transaction processed for Backup location,system,2025-10-09
136,2111,High-Speed Blender,Kitchen,Backup,Sale,2026-01-02,-34,153.9,-5232.6,SO-98263,Customer Sale,60,26,warehouse1,Transaction processed for Backup location,system,2026-01-02
137,2101,Measuring Cup Set,Kitchen,Main,Sale,2025-10-10,-20,13.62,-272.4,SO-45231,Customer Sale,12,-8,warehouse1,Transaction processed for Main location,system,2025-10-10
138,3012,Mountain Master All-Terrain Skis - 165cm,Ski,Main,Receipt,2025-11-27,186,559.32,104034.2,PO-3175,Purchase Order Receipt,38,224,warehouse2,Transaction processed for Main location,system,2025-11-27
139,3031,Pro Flex Racing Ski Boots,Ski,Backup,Sale,2025-12-10,-50,479.9,-23995.0,SO-46617,Customer Sale,75,25,system,Transaction processed for Backup location,system,2025-12-10
140,1531,Summit Breeze Jacket,Camping,Main,Transfer,2025-09-29,-5,108.88,-544.4,TRF-2116,Warehouse Transfer,3,-2,warehouse2,Transaction processed for Main location,system,2025-09-29
141,1523,TrailLite Daypack,Camping,Main,Transfer,2025-08-13,-48,52.89,-2538.72,TRF-5658,Warehouse Transfer,121,73,system,Transaction processed for Main location,system,2025-08-13
142,3062,Anti-Fog Ski Goggles,Ski,Main,Receipt,2025-08-31,195,90.82,17710.12,PO-6481,Purchase Order Receipt,75,270,warehouse1,Transaction processed for Main location,system,2025-08-31
143,3021,Nordic Classic XC Skis - 185cm,Ski,Backup,Return,2025-12-17,2,198.86,397.71,RET-66176,Customer Return,77,79,warehouse2,Transaction processed for Backup location,system,2025-12-17
144,3102,Winter Hiking Boots - Waterproof,Ski,Backup,Damage,2026-02-26,-3,157.94,-473.82,DMG-144,Shipping Damage,109,106,warehouse2,Transaction processed for Backup location,system,2026-02-26
145,2091,Spatula,Kitchen,Main,Damage,2025-09-13,-1,8.02,-8.02,DMG-145,Shipping Damage,102,101,warehouse2,Transaction processed for Main location,system,2025-09-13
146,1572,MountainDream Sleeping Bag,Camping,Main,Receipt,2026-01-13,69,228.39,15758.72,PO-4713,Purchase Order Receipt,92,161,warehouse2,Transaction processed for Main location,system,2026-01-13
147,3071,Ski Boot Bag - Premium,Ski,Main,Receipt,2025-12-25,146,47.0,6862.63,PO-2312,Purchase Order Receipt,128,274,warehouse2,Transaction processed for Main location,system,2025-12-25
