ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
1552,TrekMaster Camping Chair,Portable camping chair with cup holder and side pocket for gear storage,Contoso Camping,CH-TREK-1552,Red,Model-2024-Master,155,Camping Tables,74.99,48.25,2.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1562,PowerBurner Camping Stove,High-output dual-burner camping stove with simmer control and piezo ignition,Contoso Camping,ST-POW-1562,Silver,Model-2024-PowerDual,156,Camping Stoves,189.99,125.45,2.4,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1572,MountainDream Sleeping Bag,Premium down sleeping bag rated to -10°C with waterproof shell and draft collar,Contoso Camping,SB-MTN-1572,Purple,Model-2024-Dream4S,157,Sleeping Bags,289.99,195.25,1.3,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1512,SkyView 2-Person Tent,Ultralight 2-person tent with stargazing mesh roof and dual vestibules,Contoso Camping,TN-SKY-1512,Green,Model-2024-SkyView2,151,Tents,329.99,218.75,2.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1523,TrailLite Daypack,Compact 20L daypack with hydration reservoir sleeve and multiple pockets,Contoso Camping,BP-LITE-1523,Blue,Model-2024-Lite20,152,Backpacks,79.99,52.45,0.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1533,RainGuard Hiking Jacket,Waterproof hiking jacket with sealed seams and adjustable hood,Contoso Camping,JK-RAIN-1533,Yellow,Model-2024-Guard,153,Hiking Clothing,169.99,112.75,0.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1543,TrekStar Hiking Sandals,Sport hiking sandals with adjustable straps and rugged sole for water crossings,Contoso Camping,SD-STAR-1543,Brown,Model-2024-Star,154,Hiking Footwear,89.99,58.75,0.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1553,Adventure Dining Table,Bamboo folding dining table with built-in storage and weather-resistant finish,Contoso Camping,TB-ADV-1553,Natural,Model-2024-Bamboo,155,Camping Tables,149.99,98.25,4.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1563,CompactCook Camping Stove,Ultra-compact single-burner stove with titanium construction and fuel efficiency,Contoso Camping,ST-COMP-1563,Titanium,Model-2024-CompactTi,156,Camping Stoves,94.99,62.75,0.3,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1581,LED Headlamp - Rechargeable,Rechargeable LED headlamp with 400-lumen output and red light mode for night vision,Contoso Camping,HL-LED-1581,Black,Model-2024-LED400,158,Lighting,74.99,48.25,0.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
