OrderID,OrderLineNumber,ProductID,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
3ad60de5-a9c6-448d-8528-55f7708e29e7,3,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
27eeaba0-6681-4494-8d51-5d5945ba1fa6,1,1562,PowerBurner Camping Stove,3,189.99,569.97,0.0,49.87
27eeaba0-6681-4494-8d51-5d5945ba1fa6,2,1521,Adventurer Pro Backpack,2,189.99,379.98,0.0,33.25
0cbdd629-56e2-4af6-8e5d-44b91b2c03ab,1,1581,LED Headlamp - Rechargeable,3,74.99,224.97,0.0,19.68
0cbdd629-56e2-4af6-8e5d-44b91b2c03ab,2,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
d4c16e60-9475-4ff7-9684-3764696f7c4d,1,1551,BaseCamp Folding Table,2,89.99,179.98,0.0,15.75
75af5874-f0a4-4341-8913-2410c0dea3af,1,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
a929f0ed-d75c-465e-826b-5e78c60b3531,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
a929f0ed-d75c-465e-826b-5e78c60b3531,2,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
a929f0ed-d75c-465e-826b-5e78c60b3531,3,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
0d599cf1-6cf4-4117-b7b7-808c454543b4,1,1563,CompactCook Camping Stove,1,94.99,94.99,0.0,8.31
0d599cf1-6cf4-4117-b7b7-808c454543b4,2,1551,BaseCamp Folding Table,1,89.99,89.99,0.0,7.87
0185db3e-1975-495a-b7f6-96cde8e8ab04,1,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
0185db3e-1975-495a-b7f6-96cde8e8ab04,2,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
0185db3e-1975-495a-b7f6-96cde8e8ab04,3,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
2e8d60cb-22ec-4112-96ee-adf03d6f229a,1,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
2e8d60cb-22ec-4112-96ee-adf03d6f229a,2,1542,TrailWalker Hiking Shoes,2,129.99,259.98,0.0,22.75
2e8d60cb-22ec-4112-96ee-adf03d6f229a,3,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
e31011a5-1424-4a22-a656-3f911d89d5df,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
e31011a5-1424-4a22-a656-3f911d89d5df,2,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
e31011a5-1424-4a22-a656-3f911d89d5df,3,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
ab2bb785-7b66-42ef-a9ae-59c5baed8cf2,1,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
ab2bb785-7b66-42ef-a9ae-59c5baed8cf2,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
ab2bb785-7b66-42ef-a9ae-59c5baed8cf2,3,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
e1bae51c-ef27-4227-b4a4-f83a35c4d7b3,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
b42f3388-b777-4bf0-bf72-35821c2faa6e,1,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
b42f3388-b777-4bf0-bf72-35821c2faa6e,2,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
588630f1-47db-4d83-8eef-d245fa8d3287,1,1553,Adventure Dining Table,2,149.99,299.98,0.0,26.25
588630f1-47db-4d83-8eef-d245fa8d3287,2,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
69acd468-c52f-44c4-a569-a55020baaa9f,1,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
69acd468-c52f-44c4-a569-a55020baaa9f,2,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
524d93a7-f5b6-4395-9239-12b1b69cea83,1,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
8e6d4d35-99dc-4c14-870d-162730e49f25,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
8e6d4d35-99dc-4c14-870d-162730e49f25,2,1553,Adventure Dining Table,2,149.99,299.98,0.0,26.25
8e6d4d35-99dc-4c14-870d-162730e49f25,3,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
d0133b60-ac26-46cb-9d63-e988e530de79,1,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
d0133b60-ac26-46cb-9d63-e988e530de79,2,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
d0133b60-ac26-46cb-9d63-e988e530de79,3,1553,Adventure Dining Table,3,149.99,449.97,0.0,39.37
240afe60-6bb8-48c8-b813-6014a95fced6,1,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
240afe60-6bb8-48c8-b813-6014a95fced6,2,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
17c9c6d7-647a-479c-9060-3d66c8722240,1,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
17c9c6d7-647a-479c-9060-3d66c8722240,2,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
65503958-ea74-4ba7-b1e6-e98bb46f637c,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
65503958-ea74-4ba7-b1e6-e98bb46f637c,2,1551,BaseCamp Folding Table,3,89.99,269.97,0.0,23.62
65503958-ea74-4ba7-b1e6-e98bb46f637c,3,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
21d49ae8-09f8-49a4-80af-7fa3fb69f7cf,1,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
21d49ae8-09f8-49a4-80af-7fa3fb69f7cf,2,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
21d49ae8-09f8-49a4-80af-7fa3fb69f7cf,3,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
21d49ae8-09f8-49a4-80af-7fa3fb69f7cf,4,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
e70a524c-9b79-46f4-9511-78971fe9cf44,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
e70a524c-9b79-46f4-9511-78971fe9cf44,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
87ee5db5-0dc4-4eee-9c74-959ff17f76cd,1,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
0aee23d6-655b-4e31-b17e-4db3d9b3a16f,1,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
0aee23d6-655b-4e31-b17e-4db3d9b3a16f,2,1572,MountainDream Sleeping Bag,3,289.99,869.97,0.0,76.12
0aee23d6-655b-4e31-b17e-4db3d9b3a16f,3,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
0aee23d6-655b-4e31-b17e-4db3d9b3a16f,4,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
3ac18e7d-3f4c-4ef9-af52-5b100134a747,1,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
3ac18e7d-3f4c-4ef9-af52-5b100134a747,2,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
3ac18e7d-3f4c-4ef9-af52-5b100134a747,3,1552,TrekMaster Camping Chair,1,74.99,74.99,0.0,6.56
3ac18e7d-3f4c-4ef9-af52-5b100134a747,4,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
50efa7ef-3082-464f-ac33-6dd6640fcea4,1,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
62980fcc-f9b8-48d0-92d2-2d9b3a39aecd,1,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
62980fcc-f9b8-48d0-92d2-2d9b3a39aecd,2,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
b0045ece-4b94-481b-b753-d5d02be1a781,1,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
b0045ece-4b94-481b-b753-d5d02be1a781,2,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
b0045ece-4b94-481b-b753-d5d02be1a781,3,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
b0045ece-4b94-481b-b753-d5d02be1a781,4,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
8d1e2fd7-3970-4a2b-9a4f-290c9629e534,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
8d1e2fd7-3970-4a2b-9a4f-290c9629e534,2,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
8d1e2fd7-3970-4a2b-9a4f-290c9629e534,3,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
b310dfb3-0baa-4378-9d0e-cf617906ee08,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
b310dfb3-0baa-4378-9d0e-cf617906ee08,2,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
b310dfb3-0baa-4378-9d0e-cf617906ee08,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
b310dfb3-0baa-4378-9d0e-cf617906ee08,4,1553,Adventure Dining Table,2,149.99,299.98,0.0,26.25
7687512c-8bef-4352-aec7-4b6d9738a92a,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
7687512c-8bef-4352-aec7-4b6d9738a92a,2,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
a024a436-f7c7-4fcb-851d-9e59345800d7,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
a024a436-f7c7-4fcb-851d-9e59345800d7,2,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
5d79772b-9875-470e-8c32-29a4d56a7031,1,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
5d79772b-9875-470e-8c32-29a4d56a7031,2,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
5d79772b-9875-470e-8c32-29a4d56a7031,3,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
5d79772b-9875-470e-8c32-29a4d56a7031,4,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
2440e642-b247-40bd-9fe6-df79a7bfaa90,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
2440e642-b247-40bd-9fe6-df79a7bfaa90,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
2440e642-b247-40bd-9fe6-df79a7bfaa90,3,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
2440e642-b247-40bd-9fe6-df79a7bfaa90,4,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
e2f69c68-52c7-4f79-bb8a-d23e6a94e0d0,1,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
e2f69c68-52c7-4f79-bb8a-d23e6a94e0d0,2,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
0325d2ca-595c-495f-892e-340c4806fd5a,1,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
0325d2ca-595c-495f-892e-340c4806fd5a,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
0325d2ca-595c-495f-892e-340c4806fd5a,3,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
fd2be01a-eb46-42c5-8130-f8db1aaf1c11,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
2b2d9f7a-ee4b-44a8-bb45-5beaf6205d2d,1,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
2b2d9f7a-ee4b-44a8-bb45-5beaf6205d2d,2,1521,Adventurer Pro Backpack,2,189.99,379.98,0.0,33.25
2b2d9f7a-ee4b-44a8-bb45-5beaf6205d2d,3,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
1d0f5241-9bda-4f8c-845e-315826e220df,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
1d0f5241-9bda-4f8c-845e-315826e220df,2,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
1d0f5241-9bda-4f8c-845e-315826e220df,3,1543,TrekStar Hiking Sandals,3,89.99,269.97,0.0,23.62
1d0f5241-9bda-4f8c-845e-315826e220df,4,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
39ab65f8-c674-4bcd-aead-2bd098a26013,1,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
39ab65f8-c674-4bcd-aead-2bd098a26013,2,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
39ab65f8-c674-4bcd-aead-2bd098a26013,3,1531,Summit Breeze Jacket,1,149.99,149.99,0.0,13.12
39ab65f8-c674-4bcd-aead-2bd098a26013,4,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
b537130a-dfe9-4273-8d08-ce5581c563d4,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
12801854-0d7f-42c0-88e1-49fb5d43fd68,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
12801854-0d7f-42c0-88e1-49fb5d43fd68,2,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
12801854-0d7f-42c0-88e1-49fb5d43fd68,3,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
12801854-0d7f-42c0-88e1-49fb5d43fd68,4,1581,LED Headlamp - Rechargeable,3,74.99,224.97,0.0,19.68
43961ac7-7629-4961-859a-9b5b666b87b6,1,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
43961ac7-7629-4961-859a-9b5b666b87b6,2,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
43961ac7-7629-4961-859a-9b5b666b87b6,3,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
31b50e36-a9aa-4b53-ba2f-e939eb6785ce,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
31b50e36-a9aa-4b53-ba2f-e939eb6785ce,2,1551,BaseCamp Folding Table,2,89.99,179.98,0.0,15.75
31b50e36-a9aa-4b53-ba2f-e939eb6785ce,3,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
31b50e36-a9aa-4b53-ba2f-e939eb6785ce,4,1571,CozyNights Sleeping Bag,2,159.99,319.98,0.0,28.0
14a35bc9-8c27-41e8-a220-31c723d6d834,1,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
5ef7ecb8-15c7-47a8-b30d-0682e638a577,1,1572,MountainDream Sleeping Bag,1,289.99,289.99,0.0,25.37
5ef7ecb8-15c7-47a8-b30d-0682e638a577,2,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
5ef7ecb8-15c7-47a8-b30d-0682e638a577,3,1553,Adventure Dining Table,1,149.99,149.99,0.0,13.12
25d0af8c-c539-4c20-a921-ef1cc881e903,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
25d0af8c-c539-4c20-a921-ef1cc881e903,2,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
25d0af8c-c539-4c20-a921-ef1cc881e903,3,1542,TrailWalker Hiking Shoes,2,129.99,259.98,0.0,22.75
13abca84-4a35-486d-b87e-479eede31c45,1,1543,TrekStar Hiking Sandals,2,89.99,179.98,0.0,15.75
35e238ba-1146-4627-a2fa-a0203c8ffd4f,1,1581,LED Headlamp - Rechargeable,1,74.99,74.99,0.0,6.56
35e238ba-1146-4627-a2fa-a0203c8ffd4f,2,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
e08bce42-dc23-452b-b405-f3409faf472f,1,1511,Alpine Explorer Tent,3,449.99,1349.97,0.0,118.12
e08bce42-dc23-452b-b405-f3409faf472f,2,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
e08bce42-dc23-452b-b405-f3409faf472f,3,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
3cbba7a2-192f-4fa8-b18b-ef37f305049f,1,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
3cbba7a2-192f-4fa8-b18b-ef37f305049f,2,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
344f4b1b-45d5-46f1-9970-daaea6cdbd81,1,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
344f4b1b-45d5-46f1-9970-daaea6cdbd81,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
344f4b1b-45d5-46f1-9970-daaea6cdbd81,3,1581,LED Headlamp - Rechargeable,1,74.99,74.99,0.0,6.56
41410976-b903-48ec-97c1-ba5ef906aaf5,1,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
41410976-b903-48ec-97c1-ba5ef906aaf5,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
1e8ca3a0-2c87-4a13-8f90-05dd3f6678f6,1,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
1e8ca3a0-2c87-4a13-8f90-05dd3f6678f6,2,1533,RainGuard Hiking Jacket,1,169.99,169.99,0.0,14.87
1e8ca3a0-2c87-4a13-8f90-05dd3f6678f6,3,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
1e8ca3a0-2c87-4a13-8f90-05dd3f6678f6,4,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
3b703d6e-a2e0-45ab-95d9-8ed712c495a8,1,1523,TrailLite Daypack,2,79.99,159.98,0.0,14.0
f34c04fa-aa73-4d02-b87f-d0598f87e3dd,1,1523,TrailLite Daypack,3,79.99,239.97,0.0,21.0
f34c04fa-aa73-4d02-b87f-d0598f87e3dd,2,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
f34c04fa-aa73-4d02-b87f-d0598f87e3dd,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
f34c04fa-aa73-4d02-b87f-d0598f87e3dd,4,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
c16da796-a13e-47e8-bb6c-972eab9ad6fd,1,1532,TrailBlaze Hiking Pants,3,89.99,269.97,0.0,23.62
c16da796-a13e-47e8-bb6c-972eab9ad6fd,2,1511,Alpine Explorer Tent,1,449.99,449.99,0.0,39.37
4ae559c9-fca2-4a07-bd2b-ba18e6da45a5,1,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
4ae559c9-fca2-4a07-bd2b-ba18e6da45a5,2,1561,EcoFire Camping Stove,2,124.99,249.98,0.0,21.87
a3864398-e75c-4046-b15c-3ba72cbaac70,1,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
a3864398-e75c-4046-b15c-3ba72cbaac70,2,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
ae48157a-71a0-4544-84f3-ca11a3d54ecf,1,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
ae48157a-71a0-4544-84f3-ca11a3d54ecf,2,1562,PowerBurner Camping Stove,1,189.99,189.99,0.0,16.62
c63064a7-2e48-4cce-8125-98a8d1d82173,1,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
c63064a7-2e48-4cce-8125-98a8d1d82173,2,1531,Summit Breeze Jacket,2,149.99,299.98,0.0,26.25
c63064a7-2e48-4cce-8125-98a8d1d82173,3,1533,RainGuard Hiking Jacket,3,169.99,509.97,0.0,44.62
c63064a7-2e48-4cce-8125-98a8d1d82173,4,1542,TrailWalker Hiking Shoes,2,129.99,259.98,0.0,22.75
3fc91868-d27d-4310-bd9b-6930e6f3f08f,1,1552,TrekMaster Camping Chair,3,74.99,224.97,0.0,19.68
3fc91868-d27d-4310-bd9b-6930e6f3f08f,2,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
3fc91868-d27d-4310-bd9b-6930e6f3f08f,3,1531,Summit Breeze Jacket,3,149.99,449.97,0.0,39.37
3fc91868-d27d-4310-bd9b-6930e6f3f08f,4,1562,PowerBurner Camping Stove,1,189.99,189.99,0.0,16.62
702009c5-7b6b-4824-8b8e-c09474f4cae8,1,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
702009c5-7b6b-4824-8b8e-c09474f4cae8,2,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
702009c5-7b6b-4824-8b8e-c09474f4cae8,3,1571,CozyNights Sleeping Bag,1,159.99,159.99,0.0,14.0
6c034c2f-b4dc-42c9-80d1-70c8e277921a,1,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
6c034c2f-b4dc-42c9-80d1-70c8e277921a,2,1541,TrekReady Hiking Boots,2,179.99,359.98,0.0,31.5
6c034c2f-b4dc-42c9-80d1-70c8e277921a,3,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
5ed3601e-5d77-4022-951d-260ca1a15dd4,1,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
5ed3601e-5d77-4022-951d-260ca1a15dd4,2,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
5ed3601e-5d77-4022-951d-260ca1a15dd4,3,1512,SkyView 2-Person Tent,3,329.99,989.97,0.0,86.62
a57e8066-e501-4f61-b666-898636fa38ca,1,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
a77ff7e2-d43b-4d46-9646-88efa5af9af4,1,1531,Summit Breeze Jacket,1,149.99,149.99,0.0,13.12
a77ff7e2-d43b-4d46-9646-88efa5af9af4,2,1542,TrailWalker Hiking Shoes,1,129.99,129.99,0.0,11.37
a77ff7e2-d43b-4d46-9646-88efa5af9af4,3,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
53ddae8c-8f40-46f6-80db-3ec494c28fa5,1,1521,Adventurer Pro Backpack,3,189.99,569.97,0.0,49.87
53ddae8c-8f40-46f6-80db-3ec494c28fa5,2,1522,SummitClimber Backpack,3,219.99,659.97,0.0,57.75
53ddae8c-8f40-46f6-80db-3ec494c28fa5,3,1532,TrailBlaze Hiking Pants,2,89.99,179.98,0.0,15.75
53ddae8c-8f40-46f6-80db-3ec494c28fa5,4,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
21cf0494-3cf9-4e02-8016-e038514b6e37,1,1541,TrekReady Hiking Boots,3,179.99,539.97,0.0,47.25
21cf0494-3cf9-4e02-8016-e038514b6e37,2,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
21cf0494-3cf9-4e02-8016-e038514b6e37,3,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
21cf0494-3cf9-4e02-8016-e038514b6e37,4,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
9ba3f93d-bd22-46d4-a59e-1a810f207b00,1,1523,TrailLite Daypack,1,79.99,79.99,0.0,7.0
0888b724-bad7-40a6-9cfc-dc061815472a,1,1561,EcoFire Camping Stove,3,124.99,374.97,0.0,32.81
