ProductID,ProductName,ProductDescription,BrandName,ProductNumber,Color,ProductModel,ProductCategoryID,CategoryName,ListPrice,StandardCost,Weight,WeightUom,ProductStatus,CreatedDate,SellStartDate,SellEndDate,IsoCurrencyCode,UpdatedDate,CreatedBy,UpdatedBy
1552,TrekMaster Camping Chair,Portable camping chair with cup holder and side pocket for gear storage,Contoso Camping,CH-TREK-1552,Red,Model-2024-Master,155,Camping Tables,74.99,48.25,2.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1562,PowerBurner Camping Stove,High-output dual-burner camping stove with simmer control and piezo ignition,Contoso Camping,ST-POW-1562,Silver,Model-2024-PowerDual,156,Camping Stoves,189.99,125.45,2.4,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1572,MountainDream Sleeping Bag,Premium down sleeping bag rated to -10°C with waterproof shell and draft collar,Contoso Camping,SB-MTN-1572,Purple,Model-2024-Dream4S,157,Sleeping Bags,289.99,195.25,1.3,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1512,SkyView 2-Person Tent,Ultralight 2-person tent with stargazing mesh roof and dual vestibules,Contoso Camping,TN-SKY-1512,Green,Model-2024-SkyView2,151,Tents,329.99,218.75,2.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1523,TrailLite Daypack,Compact 20L daypack with hydration reservoir sleeve and multiple pockets,Contoso Camping,BP-LITE-1523,Blue,Model-2024-Lite20,152,Backpacks,79.99,52.45,0.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1533,RainGuard Hiking Jacket,Waterproof hiking jacket with sealed seams and adjustable hood,Contoso Camping,JK-RAIN-1533,Yellow,Model-2024-Guard,153,Hiking Clothing,169.99,112.75,0.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1543,TrekStar Hiking Sandals,Sport hiking sandals with adjustable straps and rugged sole for water crossings,Contoso Camping,SD-STAR-1543,Brown,Model-2024-Star,154,Hiking Footwear,89.99,58.75,0.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1553,Adventure Dining Table,Bamboo folding dining table with built-in storage and weather-resistant finish,Contoso Camping,TB-ADV-1553,Natural,Model-2024-Bamboo,155,Camping Tables,149.99,98.25,4.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1563,CompactCook Camping Stove,Ultra-compact single-burner stove with titanium construction and fuel efficiency,Contoso Camping,ST-COMP-1563,Titanium,Model-2024-CompactTi,156,Camping Stoves,94.99,62.75,0.3,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
1581,LED Headlamp - Rechargeable,Rechargeable LED headlamp with 400-lumen output and red light mode for night vision,Contoso Camping,HL-LED-1581,Black,Model-2024-LED400,158,Lighting,74.99,48.25,0.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2011,Coffee Maker,Programmable drip coffee maker with 12-cup capacity and automatic brew timer,Contoso Kitchen,CM-2011,Black,Model-2024-Brew12,201,Coffee Makers,189.99,127.25,2.7,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2012,Espresso Machine,Automatic espresso machine with built-in milk frother and pressure gauge,Contoso Kitchen,EM-2012,Silver,Model-2024-AutoEsp,201,Coffee Makers,425.99,298.65,7.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2021,Chef Knife,Professional 8-inch stainless steel chef's knife with ergonomic handle,Contoso Kitchen,CK-2013,Steel,Model-2024-Chef8,202,Cutlery,89.99,62.75,0.35,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2022,Fork Set,Premium dinner fork set of 12 pieces in stainless steel with classic design,Contoso Kitchen,FS-2014,Steel,Model-2024-Dinner12,202,Cutlery,45.99,31.25,0.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2031,Coffee Mug,Ceramic coffee mug set of 4 with 16oz capacity and comfortable handle design,Contoso Kitchen,CMG-2015,White,Model-2024-Mug16,203,Cups & Mugs,32.99,22.45,1.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2041,Serving Platter,Large porcelain serving platter with elegant design perfect for entertaining,Contoso Kitchen,SP-2016,White,Model-2024-Elegant,204,Serving Dishes,67.99,48.25,1.3,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2051,Ice Cream Bowl,Glass ice cream bowl set of 6 with classic design and perfect portion size,Contoso Kitchen,ICB-2017,Clear,Model-2024-Classic6,205,Ice Cream Dishes,24.99,16.75,1.4,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2061,Mixing Bowl,Stainless steel mixing bowl set of 3 sizes with non-slip base and pour spout,Contoso Kitchen,MB-2018,Steel,Model-2024-Mix3,206,Mixing Bowls,39.99,28.25,1.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2071,Baking Pan,Non-stick aluminum baking pan 9x13 inch with reinforced rim and easy release coating,Contoso Kitchen,BP-2019,Gray,Model-2024-NonStick,207,Bakeware,28.99,19.45,0.9,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2081,Food Storage Set,BPA-free plastic food storage container set of 10 with airtight sealing lids,Contoso Kitchen,FSS-2020,Clear,Model-2024-Airtight10,208,Storage Containers,34.99,23.75,1.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2091,Spatula,Heat-resistant silicone spatula with comfortable grip handle for cooking and baking,Contoso Kitchen,SPT-2021,Red,Model-2024-HeatRes,209,Cooking Utensils,12.99,8.25,0.15,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2101,Measuring Cup Set,Stainless steel measuring cup set of 5 with clearly marked measurements,Contoso Kitchen,MCS-2022,Steel,Model-2024-Measure5,210,Measuring Tools,19.99,13.45,0.4,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2111,High-Speed Blender,Professional-grade blender with variable speed control and tamper for smooth blending,Contoso Kitchen,BL-2023,Black,Model-2024-HighSpeed,211,Small Appliances,199.99,135.75,3.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2112,4-Slice Toaster,Stainless steel 4-slice toaster with digital controls and bagel function,Contoso Kitchen,TST-2024,Steel,Model-2024-Digital4,211,Small Appliances,89.99,62.25,2.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
2121,Bamboo Cutting Board Set,Eco-friendly bamboo cutting board set of 3 sizes with juice groove and hanging loop,Contoso Kitchen,CB-2025,Natural,Model-2024-Bamboo3,212,Cutting Boards,45.99,31.75,1.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3011,Alpine Pro Racing Skis - 170cm,High-performance alpine racing skis designed for competitive skiing with advanced edge control and precision handling,Contoso Ski Sportswear,SKI-ALP-3011,Black,Model-2024-Pro,301,Alpine Skis,1299.99,875.5,3.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3012,Mountain Master All-Terrain Skis - 165cm,Versatile all-mountain skis perfect for groomed runs and light off-piste adventures with balanced performance,Contoso Ski Sportswear,SKI-ALP-3012,Blue,Model-2024-Master,301,Alpine Skis,899.99,625.75,3.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3013,Beginner's Choice Alpine Skis - 160cm,Entry-level alpine skis with forgiving flex and easy turn initiation perfect for learning and progression,Contoso Ski Sportswear,SKI-ALP-3013,Red,Model-2024-Choice,301,Alpine Skis,449.99,325.25,2.9,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3021,Nordic Classic XC Skis - 185cm,Traditional cross-country skis with classic profile for groomed track skiing and touring,Contoso Ski Sportswear,SKI-XC-3021,Natural,Model-2024-Classic,302,Cross-Country Skis,349.99,245.5,1.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3022,Backcountry Explorer XC Skis - 190cm,Robust cross-country skis designed for backcountry exploration and off-track adventures,Contoso Ski Sportswear,SKI-XC-3022,Black,Model-2024-Explorer,302,Cross-Country Skis,549.99,395.75,2.0,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3031,Pro Flex Racing Ski Boots,Professional racing ski boots with precision fit and responsive flex for competitive performance,Contoso Ski Sportswear,BOOT-PRO-3031,Black,Model-2024-ProFlex,303,Ski Boots,649.99,485.0,2.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3032,Comfort Fit Recreational Boots,Recreational ski boots with comfort-focused design and easy entry for casual skiing,Contoso Ski Sportswear,BOOT-REC-3032,Brown,Model-2024-Comfort,303,Ski Boots,399.99,285.25,2.3,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3033,Women's Performance Ski Boots,Women-specific ski boots with anatomical design and performance-oriented features,Contoso Ski Sportswear,BOOT-WOM-3033,Purple,Model-2024-Performance,303,Ski Boots,579.99,425.5,2.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3041,Carbon Fiber Racing Poles - 120cm,Ultra-lightweight carbon fiber ski poles designed for racing with precision balance and durability,Contoso Ski Sportswear,POLE-CAR-3041,Black,Model-2024-Carbon,304,Ski Poles,179.99,125.75,0.45,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3042,Aluminum All-Mountain Poles - 115cm,Versatile aluminum ski poles suitable for all-mountain skiing with comfortable grips and reliable construction,Contoso Ski Sportswear,POLE-ALU-3042,Silver,Model-2024-AllMtn,304,Ski Poles,99.99,65.5,0.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3051,Insulated Ski Jacket - Men's,Premium insulated men's ski jacket with weather protection and thermal regulation for all-day comfort,Contoso Ski Sportswear,APP-JAC-3051,Navy,Model-2024-Insulated,305,Ski Apparel,299.99,185.25,1.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3052,Thermal Base Layer Set - Women's,Women's thermal base layer system with moisture-wicking technology and temperature regulation,Contoso Ski Sportswear,APP-BASE-3052,Black,Model-2024-Thermal,305,Ski Apparel,149.99,85.75,0.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3053,Waterproof Ski Pants,High-performance waterproof ski pants with breathable membrane and articulated design,Contoso Ski Sportswear,APP-PANT-3053,Charcoal,Model-2024-Waterproof,305,Ski Apparel,249.99,135.5,0.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3061,Professional Ski Helmet,Professional-grade ski helmet with advanced safety features and ventilation system,Contoso Ski Sportswear,SAFE-HEL-3061,White,Model-2024-Pro,306,Safety Equipment,199.99,125.0,0.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3062,Anti-Fog Ski Goggles,Anti-fog ski goggles with UV protection and wide field of vision for optimal visibility,Contoso Ski Sportswear,SAFE-GOG-3062,Black,Model-2024-AntiFog,306,Safety Equipment,129.99,75.25,0.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3071,Ski Boot Bag - Premium,Premium ski boot bag with ventilation system and durable construction for equipment transport,Contoso Ski Sportswear,ACC-BAG-3071,Black,Model-2024-Premium,307,Ski Accessories,59.99,35.5,0.4,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3072,Hand Warmers - 10 Pack,Disposable hand warmers providing up to 8 hours of warmth for cold weather activities,Contoso Ski Sportswear,ACC-WARM-3072,White,Model-2024-10Pack,307,Ski Accessories,14.99,8.75,0.1,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3081,All-Temp Ski Wax Kit,Complete ski wax kit with all-temperature formulations and application tools for optimal performance,Contoso Ski Sportswear,MAINT-WAX-3081,Multi,Model-2024-AllTemp,308,Ski Maintenance,79.99,45.25,0.6,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3082,Edge Tuning Tool Set,Professional edge tuning tool set with files and guides for maintaining sharp ski edges,Contoso Ski Sportswear,MAINT-EDGE-3082,Silver,Model-2024-ProTune,308,Ski Maintenance,119.99,65.75,0.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3091,Freestyle Snowboard - 155cm,Freestyle snowboard designed for park and pipe riding with twin tip shape and medium flex,Contoso Ski Sportswear,SNOW-FREE-3091,Blue,Model-2024-Freestyle,309,Snowboards & Equipment,649.99,425.5,2.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3092,All-Mountain Snowboard - 158cm,All-mountain snowboard with directional shape perfect for groomed runs and powder conditions,Contoso Ski Sportswear,SNOW-ALL-3092,Black,Model-2024-AllMtn,309,Snowboards & Equipment,799.99,525.75,3.0,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3101,Winter Boots - Insulated,Insulated winter boots with thermal lining and grip sole for cold weather activities,Contoso Ski Sportswear,FOOT-WIN-3101,Brown,Model-2024-Insulated,310,Winter Footwear,159.99,95.25,1.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3102,Winter Hiking Boots - Waterproof,Waterproof winter hiking boots with insulation and aggressive tread for outdoor adventures,Contoso Ski Sportswear,FOOT-HIK-3102,Black,Model-2024-Waterproof,310,Winter Footwear,249.99,145.5,1.8,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3103,Snowboard Bindings - Pro,High-performance snowboard bindings with responsive flex and tool-free adjustability,Contoso Ski Sportswear,BIND-PRO-3103,Black,Model-2024-ProBind,309,Snowboards & Equipment,299.99,195.75,1.5,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
3104,Ski Tuning Bench - Portable,Portable ski tuning bench with edge guide and wax scraper for field maintenance,Contoso Ski Sportswear,MAINT-BENCH-3104,Gray,Model-2024-Portable,308,Ski Maintenance,189.99,125.25,3.2,kg,active,1/10/2018,3/1/2018,,USD,8/18/2025,SampleGen,SampleGen
